,TEMPERATURE
2015-04-18 12:00:00,14.555360410387015
2015-04-18 13:00:00,16.923901319719945
2015-04-18 14:00:00,19.43182313465769
2015-04-18 15:00:00,21.77163134063745
2015-04-18 16:00:00,22.66585974528161
2015-04-18 17:00:00,23.25185237495223
2015-04-18 18:00:00,23.743386541688515
2015-04-18 19:00:00,23.567124564600675
2015-04-18 20:00:00,23.231208052098665
2015-04-18 21:00:00,22.785295295596335
2015-04-18 22:00:00,21.52556222548712
2015-04-18 23:00:00,20.08582160240649
2015-04-19 00:00:00,18.737934348277435
2015-04-19 01:00:00,18.14427276104312
2015-04-19 02:00:00,17.736619992698895
2015-04-19 03:00:00,17.329054238327988
2015-04-19 04:00:00,16.923057379092157
2015-04-19 05:00:00,16.515670473873612
2015-04-19 06:00:00,16.10868102537969
2015-04-19 07:00:00,15.702392093921311
2015-04-19 08:00:00,15.302933550063436
2015-04-19 09:00:00,15.004662519867605
2015-04-19 10:00:00,15.10885671887184
2015-04-19 11:00:00,15.58593802603631
2015-04-19 12:00:00,16.496743814796584
2015-04-19 13:00:00,18.255379003873976
2015-04-19 14:00:00,20.17706918845656
2015-04-19 15:00:00,21.829822209051382
2015-04-19 16:00:00,22.699876593132245
2015-04-19 17:00:00,23.314486050083023
2015-04-19 18:00:00,23.916077381893032
2015-04-19 19:00:00,23.814016973768148
2015-04-19 20:00:00,23.50857528946877
2015-04-19 21:00:00,23.090468540023465
2015-04-19 22:00:00,21.924632867924903
2015-04-19 23:00:00,20.57830705786995
2015-04-20 00:00:00,19.31392723695
2015-04-20 01:00:00,18.815237106357145
2015-04-20 02:00:00,18.508712464333968
2015-04-20 03:00:00,18.199602415565277
2015-04-20 04:00:00,17.893307695408577
2015-04-20 05:00:00,17.587130065082896
2015-04-20 06:00:00,17.280572531697462
2015-04-20 07:00:00,16.97279055847452
2015-04-20 08:00:00,16.674545940307
2015-04-20 09:00:00,16.417613606196536
2015-04-20 10:00:00,16.686979378022844
2015-04-20 11:00:00,17.239097257141704
2015-04-20 12:00:00,18.32913192753161
2015-04-20 13:00:00,20.08549394901001
2015-04-20 14:00:00,21.972307388074626
2015-04-20 15:00:00,23.6260068893991
2015-04-20 16:00:00,24.135230232821417
2015-04-20 17:00:00,24.486942076877384
2015-04-20 18:00:00,24.6332260679314
2015-04-20 19:00:00,24.047941731685057
2015-04-20 20:00:00,23.228698141452814
2015-04-20 21:00:00,22.324218883285177
2015-04-20 22:00:00,21.083678179417557
2015-04-20 23:00:00,19.76669905187195
2015-04-21 00:00:00,18.454910565772657
2015-04-21 01:00:00,17.675593996638987
2015-04-21 02:00:00,17.028357557622446
2015-04-21 03:00:00,16.36708099529052
2015-04-21 04:00:00,15.71841725615934
2015-04-21 05:00:00,15.071488130268976
2015-04-21 06:00:00,14.416471828327404
2015-04-21 07:00:00,13.769554031682151
2015-04-21 08:00:00,13.125268868736336
2015-04-21 09:00:00,12.516475502451096
2015-04-21 10:00:00,12.39028372421834
2015-04-21 11:00:00,12.542680502386103
2015-04-21 12:00:00,13.197152612300677
2015-04-21 13:00:00,15.678205777128152
2015-04-21 14:00:00,18.477485276921165
2015-04-21 15:00:00,21.07777139808337
2015-04-21 16:00:00,21.875036003573364
2015-04-21 17:00:00,22.23200954100409
2015-04-21 18:00:00,22.55726495741128
2015-04-21 19:00:00,22.183981916289632
2015-04-21 20:00:00,21.577276606210724
2015-04-21 21:00:00,20.89576418810421
2015-04-21 22:00:00,19.765425107661105
2015-04-21 23:00:00,18.525930115998843
2015-04-22 00:00:00,17.35217159309998
2015-04-22 01:00:00,16.63417755718991
2015-04-22 02:00:00,16.02799258185182
2015-04-22 03:00:00,15.422050152996045
2015-04-22 04:00:00,14.81316007727296
2015-04-22 05:00:00,14.206356062742875
2015-04-22 06:00:00,13.60248585909508
2015-04-22 07:00:00,12.996695808693914
2015-04-22 08:00:00,12.392897070465342
2015-04-22 09:00:00,11.820352641424575
2015-04-22 10:00:00,11.873432414208429
2015-04-22 11:00:00,12.106781928349031
2015-04-22 12:00:00,12.700802702121695
2015-04-22 13:00:00,15.307141243937052
2015-04-22 14:00:00,18.41383149633988
2015-04-22 15:00:00,21.124923148266465
2015-04-22 16:00:00,22.032332337116568
2015-04-22 17:00:00,22.488980372942727
2015-04-22 18:00:00,22.930335573686584
2015-04-22 19:00:00,22.647023144571232
2015-04-22 20:00:00,22.23294149019585
2015-04-22 21:00:00,21.64875035519533
2015-04-22 22:00:00,20.34894448281752
2015-04-22 23:00:00,18.884341687312443
2015-04-23 00:00:00,17.463939897479538
2015-04-23 01:00:00,16.728963359287686
2015-04-23 02:00:00,16.164920349657958
2015-04-23 03:00:00,15.59900015730548
2015-04-23 04:00:00,15.034124006686902
2015-04-23 05:00:00,14.471626280743806
2015-04-23 06:00:00,13.904590902627673
2015-04-23 07:00:00,13.337279643239638
2015-04-23 08:00:00,12.769969743800418
2015-04-23 09:00:00,12.240869757929142
2015-04-23 10:00:00,12.509032318274198
2015-04-23 11:00:00,12.921923130153854
2015-04-23 12:00:00,14.11901420867213
2015-04-23 13:00:00,16.64586438325587
2015-04-23 14:00:00,19.62899509970702
2015-04-23 15:00:00,22.30591634663073
2015-04-23 16:00:00,23.314429218682392
2015-04-23 17:00:00,23.78786397162151
2015-04-23 18:00:00,24.240387063234422
2015-04-23 19:00:00,23.957321620443537
2015-04-23 20:00:00,23.457503579358097
2015-04-23 21:00:00,22.81317354985404
2015-04-23 22:00:00,21.425188311027533
2015-04-23 23:00:00,19.87427835942311
2015-04-24 00:00:00,18.41829823188806
2015-04-24 01:00:00,17.65194565381709
2015-04-24 02:00:00,17.058552565330146
2015-04-24 03:00:00,16.468566215251506
2015-04-24 04:00:00,15.877544039216804
2015-04-24 05:00:00,15.285029674558915
2015-04-24 06:00:00,14.693935287969998
2015-04-24 07:00:00,14.09954037279651
2015-04-24 08:00:00,13.502335877635367
2015-04-24 09:00:00,12.903228491106578
2015-04-24 10:00:00,13.114117020055122
2015-04-24 11:00:00,13.61391471046388
2015-04-24 12:00:00,14.23736742118688
2015-04-24 13:00:00,16.280583880660494
2015-04-24 14:00:00,18.487427990971742
2015-04-24 15:00:00,20.38387052995877
2015-04-24 16:00:00,21.3420319224155
2015-04-24 17:00:00,21.96774300608731
2015-04-24 18:00:00,22.408141987224088
2015-04-24 19:00:00,21.934666765483428
2015-04-24 20:00:00,21.245554079130876
2015-04-24 21:00:00,20.415810665347827
2015-04-24 22:00:00,19.31041267640072
2015-04-24 23:00:00,18.172406208224416
2015-04-25 00:00:00,17.059970230789574
2015-04-25 01:00:00,16.477302345909067
2015-04-25 02:00:00,16.025386985468487
2015-04-25 03:00:00,15.58059550094065
2015-04-25 04:00:00,15.135810908632765
2015-04-25 05:00:00,14.690542261526764
2015-04-25 06:00:00,14.245628031071472
2015-04-25 07:00:00,13.800006152746358
2015-04-25 08:00:00,13.34681930235686
2015-04-25 09:00:00,12.85306528983603
2015-04-25 10:00:00,12.985342165484932
2015-04-25 11:00:00,13.528173362542589
2015-04-25 12:00:00,14.65099319063003
2015-04-25 13:00:00,16.95581533902114
2015-04-25 14:00:00,19.513610502397384
2015-04-25 15:00:00,21.67787969040956
2015-04-25 16:00:00,22.72303789725565
2015-04-25 17:00:00,23.385107193321712
2015-04-25 18:00:00,23.99170912786953
2015-04-25 19:00:00,23.774412457912582
2015-04-25 20:00:00,23.303718544255897
2015-04-25 21:00:00,22.768471445616377
2015-04-25 22:00:00,21.40302195907708
2015-04-25 23:00:00,19.83880488178554
2015-04-26 00:00:00,18.354963657579734
2015-04-26 01:00:00,17.657335109661435
2015-04-26 02:00:00,17.15100050167424
2015-04-26 03:00:00,16.65101205617143
2015-04-26 04:00:00,16.15189451714953
2015-04-26 05:00:00,15.650001283709532
2015-04-26 06:00:00,15.148986827091749
2015-04-26 07:00:00,14.647104585411435
2015-04-26 08:00:00,14.147539435376688
2015-04-26 09:00:00,13.747022351854389
2015-04-26 10:00:00,14.104276706419864
2015-04-26 11:00:00,14.656051560386736
2015-04-26 12:00:00,15.796305313419415
2015-04-26 13:00:00,17.71666176528669
2015-04-26 14:00:00,19.680614264087875
2015-04-26 15:00:00,21.50975401803573
2015-04-26 16:00:00,22.380534428466756
2015-04-26 17:00:00,22.76207855733861
2015-04-26 18:00:00,23.01327655292117
2015-04-26 19:00:00,22.76348364281863
2015-04-26 20:00:00,22.296825951984133
2015-04-26 21:00:00,21.73835733500076
2015-04-26 22:00:00,20.80601809819456
2015-04-26 23:00:00,19.79589073230655
2015-04-27 00:00:00,18.84240274505044
2015-04-27 01:00:00,18.362272047739843
2015-04-27 02:00:00,17.99902086311607
2015-04-27 03:00:00,17.629870884674574
2015-04-27 04:00:00,17.267842837276604
2015-04-27 05:00:00,16.903782760530895
2015-04-27 06:00:00,16.541538663923426
2015-04-27 07:00:00,16.17790658657333
2015-04-27 08:00:00,15.80939798018213
2015-04-27 09:00:00,15.43763066292778
2015-04-27 10:00:00,15.489823484798102
2015-04-27 11:00:00,15.621586850827809
2015-04-27 12:00:00,16.53076115288551
2015-04-27 13:00:00,19.18293209680824
2015-04-27 14:00:00,22.195769881522896
2015-04-27 15:00:00,25.033307403657936
2015-04-27 16:00:00,25.87696527774172
2015-04-27 17:00:00,26.299230025766956
2015-04-27 18:00:00,26.65424007998448
2015-04-27 19:00:00,26.18776834576849
2015-04-27 20:00:00,25.47194228516612
2015-04-27 21:00:00,24.67880176999649
2015-04-27 22:00:00,23.640066844474116
2015-04-27 23:00:00,22.607123329614048
2015-04-28 00:00:00,21.630220545680004
2015-04-28 01:00:00,21.12405765094925
2015-04-28 02:00:00,20.7360343868651
2015-04-28 03:00:00,20.34881215349852
2015-04-28 04:00:00,19.960204516246733
2015-04-28 05:00:00,19.571975513789493
2015-04-28 06:00:00,19.18342869801751
2015-04-28 07:00:00,18.7936622917345
2015-04-28 08:00:00,18.40561675350879
2015-04-28 09:00:00,18.03234510672531
2015-04-28 10:00:00,17.78542098178156
2015-04-28 11:00:00,17.644026777389264
2015-04-28 12:00:00,17.810652429452247
2015-04-28 13:00:00,19.46539390087077
2015-04-28 14:00:00,21.52831098538652
2015-04-28 15:00:00,23.504389455795497
2015-04-28 16:00:00,24.32216395076309
2015-04-28 17:00:00,24.68083036697502
2015-04-28 18:00:00,24.88139223550118
2015-04-28 19:00:00,24.421103246852237
2015-04-28 20:00:00,23.79762637361713
2015-04-28 21:00:00,23.0902859256874
2015-04-28 22:00:00,22.310744096433236
2015-04-28 23:00:00,21.53112769725426
2015-04-29 00:00:00,20.75432106647341
2015-04-29 01:00:00,20.21292732565183
2015-04-29 02:00:00,19.731326019452062
2015-04-29 03:00:00,19.250136859653736
2015-04-29 04:00:00,18.770332865327717
2015-04-29 05:00:00,18.29127064277501
2015-04-29 06:00:00,17.812133053498005
2015-04-29 07:00:00,17.33126086035156
2015-04-29 08:00:00,16.859395800145467
2015-04-29 09:00:00,16.46039280601275
2015-04-29 10:00:00,16.177661734925575
2015-04-29 11:00:00,16.053347202768368
2015-04-29 12:00:00,16.188587327466596
2015-04-29 13:00:00,16.66964691606104
2015-04-29 14:00:00,17.110078372163343
2015-04-29 15:00:00,17.458453960649656
2015-04-29 16:00:00,17.466064268377703
2015-04-29 17:00:00,17.362467486910404
2015-04-29 18:00:00,17.237500747129353
2015-04-29 19:00:00,17.019438265677632
2015-04-29 20:00:00,16.793328966981434
2015-04-29 21:00:00,16.5856038838839
2015-04-29 22:00:00,16.4668340923134
2015-04-29 23:00:00,16.38643346407884
2015-04-30 00:00:00,16.313123537754876
2015-04-30 01:00:00,16.251116388098637
2015-04-30 02:00:00,16.192079191672082
2015-04-30 03:00:00,16.131583593459098
2015-04-30 04:00:00,16.07160664602744
2015-04-30 05:00:00,16.008498877472174
2015-04-30 06:00:00,15.94827428308678
2015-04-30 07:00:00,15.88979206249881
2015-04-30 08:00:00,15.826061196718497
2015-04-30 09:00:00,15.707321381906006
2015-04-30 10:00:00,15.639636170973532
2015-04-30 11:00:00,15.59492813839072
2015-04-30 12:00:00,15.831491743914173
2015-04-30 13:00:00,16.86170814061731
2015-04-30 14:00:00,18.206681301648565
2015-04-30 15:00:00,19.58748482996714
2015-04-30 16:00:00,20.16880299132552
2015-04-30 17:00:00,20.580003940057537
2015-04-30 18:00:00,20.92431659538584
2015-04-30 19:00:00,20.82944853265633
2015-04-30 20:00:00,20.603363549809817
2015-04-30 21:00:00,20.23743806149276
2015-04-30 22:00:00,19.35602767399389
2015-04-30 23:00:00,18.359952473881293
2015-05-01 00:00:00,17.42188828514434
2015-05-01 01:00:00,17.07410524160629
2015-05-01 02:00:00,16.87672247019661
2015-05-01 03:00:00,16.679997037492825
2015-05-01 04:00:00,16.481367289198758
2015-05-01 05:00:00,16.284306432677873
2015-05-01 06:00:00,16.087589626121584
2015-05-01 07:00:00,15.88895554665528
2015-05-01 08:00:00,15.698432682123082
2015-05-01 09:00:00,15.580411513669272
2015-05-01 10:00:00,15.412098901771705
2015-05-01 11:00:00,15.333936068996934
2015-05-01 12:00:00,15.402362643500712
2015-05-01 13:00:00,16.253163102791348
2015-05-01 14:00:00,17.3431501840921
2015-05-01 15:00:00,18.29481978370136
2015-05-01 16:00:00,19.132271484832657
2015-05-01 17:00:00,19.811107861803944
2015-05-01 18:00:00,20.394198389558817
2015-05-01 19:00:00,20.28425841771824
2015-05-01 20:00:00,20.02385350676266
2015-05-01 21:00:00,19.741799597722533
2015-05-01 22:00:00,19.41783376482423
2015-05-01 23:00:00,19.08617586502847
2015-05-02 00:00:00,18.78557342060952
2015-05-02 01:00:00,18.54438095975236
2015-05-02 02:00:00,18.31700144776918
2015-05-02 03:00:00,18.08791954880077
2015-05-02 04:00:00,17.860231641370262
2015-05-02 05:00:00,17.631242279352513
2015-05-02 06:00:00,17.404682399405544
2015-05-02 07:00:00,17.176906752072192
2015-05-02 08:00:00,16.943403095238274
2015-05-02 09:00:00,16.64993926347731
2015-05-02 10:00:00,16.535255731140076
2015-05-02 11:00:00,16.713206881507634
2015-05-02 12:00:00,16.99746638021148
2015-05-02 13:00:00,17.40775092963762
2015-05-02 14:00:00,17.871613561982024
2015-05-02 15:00:00,18.450763617525684
2015-05-02 16:00:00,18.64779621868509
2015-05-02 17:00:00,19.040393702429355
2015-05-02 18:00:00,19.064576490001592
2015-05-02 19:00:00,18.80632293457586
2015-05-02 20:00:00,18.50808503414117
2015-05-02 21:00:00,18.1986768783068
2015-05-02 22:00:00,17.584508058350565
2015-05-02 23:00:00,16.899494559825538
2015-05-03 00:00:00,16.23503839389029
2015-05-03 01:00:00,15.583752079454069
2015-05-03 02:00:00,14.93568922577547
2015-05-03 03:00:00,14.284161480879442
2015-05-03 04:00:00,13.63350830569329
2015-05-03 05:00:00,12.985301958643316
2015-05-03 06:00:00,12.33471547332505
2015-05-03 07:00:00,11.685514599366716
2015-05-03 08:00:00,11.039262604515024
2015-05-03 09:00:00,10.438341798823505
2015-05-03 10:00:00,10.183250468650714
2015-05-03 11:00:00,10.034528863517508
2015-05-03 12:00:00,10.094625222169404
2015-05-03 13:00:00,10.496137875614645
2015-05-03 14:00:00,10.823235250902687
2015-05-03 15:00:00,11.090882420147173
2015-05-03 16:00:00,11.34035265270946
2015-05-03 17:00:00,11.55858702029904
2015-05-03 18:00:00,11.76920644434667
2015-05-03 19:00:00,11.869063546236523
2015-05-03 20:00:00,11.93313425812483
2015-05-03 21:00:00,11.85782844590979
2015-05-03 22:00:00,11.170881679691682
2015-05-03 23:00:00,10.335481467647258
2015-05-04 00:00:00,9.499897105850836
2015-05-04 01:00:00,8.970016333731596
2015-05-04 02:00:00,8.518369563545788
2015-05-04 03:00:00,8.064039762101187
2015-05-04 04:00:00,7.612671256040257
2015-05-04 05:00:00,7.157340631124368
2015-05-04 06:00:00,6.700881427284626
2015-05-04 07:00:00,6.245921504765986
2015-05-04 08:00:00,5.7935900477525415
2015-05-04 09:00:00,5.408020887098788
2015-05-04 10:00:00,5.575544859921081
2015-05-04 11:00:00,6.086567854733552
2015-05-04 12:00:00,7.29832577784504
2015-05-04 13:00:00,9.440291635292738
2015-05-04 14:00:00,11.52555962420513
2015-05-04 15:00:00,13.354524090093172
2015-05-04 16:00:00,14.199264218967954
2015-05-04 17:00:00,14.867906509422165
2015-05-04 18:00:00,15.426368763143545
2015-05-04 19:00:00,15.205548488553342
2015-05-04 20:00:00,14.737219542521034
2015-05-04 21:00:00,14.188196381665078
2015-05-04 22:00:00,13.129319179178474
2015-05-04 23:00:00,11.966498305906102
2015-05-05 00:00:00,10.845452023292752
2015-05-05 01:00:00,10.370742222351309
2015-05-05 02:00:00,10.061172104150002
2015-05-05 03:00:00,9.751710299972869
2015-05-05 04:00:00,9.44310876317327
2015-05-05 05:00:00,9.132339072632115
2015-05-05 06:00:00,8.823499087759252
2015-05-05 07:00:00,8.513967767891202
2015-05-05 08:00:00,8.198635410181595
2015-05-05 09:00:00,7.871938257879101
2015-05-05 10:00:00,7.988909506697559
2015-05-05 11:00:00,8.34482427848138
2015-05-05 12:00:00,9.31757642023867
2015-05-05 13:00:00,12.313537977537637
2015-05-05 14:00:00,15.846595043724744
2015-05-05 15:00:00,18.912505482946106
2015-05-05 16:00:00,19.87708492637745
2015-05-05 17:00:00,20.24965007851825
2015-05-05 18:00:00,20.642313383080356
2015-05-05 19:00:00,20.251579756484603
2015-05-05 20:00:00,19.65470868008504
2015-05-05 21:00:00,18.96308630874405
2015-05-05 22:00:00,17.659491769873824
2015-05-05 23:00:00,16.215585919095332
2015-05-06 00:00:00,14.832024000354744
2015-05-06 01:00:00,14.123712487370536
2015-05-06 02:00:00,13.582815042781784
2015-05-06 03:00:00,13.041092769765315
2015-05-06 04:00:00,12.502852158451224
2015-05-06 05:00:00,11.964647498827574
2015-05-06 06:00:00,11.425366645107951
2015-05-06 07:00:00,10.885581990120889
2015-05-06 08:00:00,10.345009686726293
2015-05-06 09:00:00,9.820561313334183
2015-05-06 10:00:00,9.769232430716508
2015-05-06 11:00:00,9.981113981158911
2015-05-06 12:00:00,10.570640388780832
2015-05-06 13:00:00,12.705148194308444
2015-05-06 14:00:00,15.12104530053285
2015-05-06 15:00:00,17.385678921247468
2015-05-06 16:00:00,17.84925410694476
2015-05-06 17:00:00,17.793836488358345
2015-05-06 18:00:00,17.71440151822387
2015-05-06 19:00:00,17.124313493701457
2015-05-06 20:00:00,16.393366703019744
2015-05-06 21:00:00,15.556712005440396
2015-05-06 22:00:00,14.452436412523127
2015-05-06 23:00:00,13.323120012874444
2015-05-07 00:00:00,12.193548424864792
2015-05-07 01:00:00,11.46312195864597
2015-05-07 02:00:00,10.835760948310488
2015-05-07 03:00:00,10.2092045556244
2015-05-07 04:00:00,9.581255616617304
2015-05-07 05:00:00,8.953722439267754
2015-05-07 06:00:00,8.326528616780518
2015-05-07 07:00:00,7.701694931905182
2015-05-07 08:00:00,7.079089306859465
2015-05-07 09:00:00,6.41778113783623
2015-05-07 10:00:00,6.336804630641991
2015-05-07 11:00:00,6.43823088559783
2015-05-07 12:00:00,6.953857812639497
2015-05-07 13:00:00,9.234621057743588
2015-05-07 14:00:00,11.739070627489752
2015-05-07 15:00:00,14.038052743126824
2015-05-07 16:00:00,14.99411683785884
2015-05-07 17:00:00,15.578877091580726
2015-05-07 18:00:00,15.925064350464702
2015-05-07 19:00:00,15.773154165678816
2015-05-07 20:00:00,15.41623147821578
2015-05-07 21:00:00,14.998905702318792
2015-05-07 22:00:00,14.450334282979686
2015-05-07 23:00:00,13.875689719016291
2015-05-08 00:00:00,13.348321972896828
2015-05-08 01:00:00,13.314596600257213
2015-05-08 02:00:00,13.405134687059324
2015-05-08 03:00:00,13.491061178664218
2015-05-08 04:00:00,13.580288417907806
2015-05-08 05:00:00,13.671504567794894
2015-05-08 06:00:00,13.762765105899708
2015-05-08 07:00:00,13.85227520138084
2015-05-08 08:00:00,13.937817160146452
2015-05-08 09:00:00,13.939135547112093
2015-05-08 10:00:00,13.988004614481898
2015-05-08 11:00:00,14.015968192090645
2015-05-08 12:00:00,14.39132240032874
2015-05-08 13:00:00,15.537868001396925
2015-05-08 14:00:00,16.83506403917061
2015-05-08 15:00:00,17.895435953355506
2015-05-08 16:00:00,18.64076775110845
2015-05-08 17:00:00,19.20149941870964
2015-05-08 18:00:00,19.673036040767556
2015-05-08 19:00:00,19.32842081133054
2015-05-08 20:00:00,18.731818077385928
2015-05-08 21:00:00,18.0523159164816
2015-05-08 22:00:00,16.96303796282061
2015-05-08 23:00:00,15.790881989111632
2015-05-09 00:00:00,14.697082648403049
2015-05-09 01:00:00,14.072275840570398
2015-05-09 02:00:00,13.5629058215946
2015-05-09 03:00:00,13.05230861484582
2015-05-09 04:00:00,12.544665181962294
2015-05-09 05:00:00,12.037959408492208
2015-05-09 06:00:00,11.527885681483353
2015-05-09 07:00:00,11.020072005078354
2015-05-09 08:00:00,10.513434978185892
2015-05-09 09:00:00,10.07283963076332
2015-05-09 10:00:00,10.16422399126123
2015-05-09 11:00:00,10.633482801074758
2015-05-09 12:00:00,11.619170457994102
2015-05-09 13:00:00,14.07676641064699
2015-05-09 14:00:00,16.86431123175094
2015-05-09 15:00:00,19.23798863780921
2015-05-09 16:00:00,19.986811494331302
2015-05-09 17:00:00,20.32199211034183
2015-05-09 18:00:00,20.561631816548275
2015-05-09 19:00:00,20.24548187006456
2015-05-09 20:00:00,19.765153806366087
2015-05-09 21:00:00,19.179272564487214
2015-05-09 22:00:00,18.731113989527312
2015-05-09 23:00:00,18.32416582492445
2015-05-10 00:00:00,17.90331656441489
2015-05-10 01:00:00,17.598092686645394
2015-05-10 02:00:00,17.324192900655262
2015-05-10 03:00:00,17.0511891153473
2015-05-10 04:00:00,16.776792276430786
2015-05-10 05:00:00,16.50269864217838
2015-05-10 06:00:00,16.22742278547706
2015-05-10 07:00:00,15.950418629694765
2015-05-10 08:00:00,15.671877076117129
2015-05-10 09:00:00,15.371274127929372
2015-05-10 10:00:00,15.34527111727476
2015-05-10 11:00:00,15.144450197651466
2015-05-10 12:00:00,15.089406617968487
2015-05-10 13:00:00,15.409251278718214
2015-05-10 14:00:00,15.780468725429971
2015-05-10 15:00:00,16.321352108107146
2015-05-10 16:00:00,16.872203798877802
2015-05-10 17:00:00,17.535830708505195
2015-05-10 18:00:00,18.0229468025794
2015-05-10 19:00:00,17.761259896749614
2015-05-10 20:00:00,17.257529974914185
2015-05-10 21:00:00,16.723241850801315
2015-05-10 22:00:00,16.039761441080724
2015-05-10 23:00:00,15.321157569845944
2015-05-11 00:00:00,14.647067034983523
2015-05-11 01:00:00,14.385503010380916
2015-05-11 02:00:00,14.226257293957453
2015-05-11 03:00:00,14.067132896268676
2015-05-11 04:00:00,13.907658131767803
2015-05-11 05:00:00,13.748191222678798
2015-05-11 06:00:00,13.587558204339544
2015-05-11 07:00:00,13.427093751124923
2015-05-11 08:00:00,13.2676128713124
2015-05-11 09:00:00,13.10947588369345
2015-05-11 10:00:00,12.962706668508964
2015-05-11 11:00:00,12.871891684304122
2015-05-11 12:00:00,12.950232172342323
2015-05-11 13:00:00,13.661116693642898
2015-05-11 14:00:00,14.52680992057314
2015-05-11 15:00:00,15.387372022604644
2015-05-11 16:00:00,16.116821320004014
